Plant ID;datetime;Value;meter;date;Date (start);Meter;Interval
DEM1;01/05/2023;2048264.4166666667;DEM1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
DEM2;01/05/2023;2546354.0833333335;DEM2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
ERIZ;01/05/2023;1248621.5833333333;ERIZ-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
ESPS;01/05/2023;1390779.5833333333;ESPS-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
ESPS;01/05/2023;2127723.4166666665;ESPS-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
EYGU;01/05/2023;1822677.0;EYGU-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FECA;01/05/2023;916958.0;FECA-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FEND;01/05/2023;624903.1666666666;FEND-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FIEN;01/05/2023;1629753.0833333333;FIEN-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FITO;01/05/2023;2454254.3333333335;FITO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
CEFF;01/05/2023;1004024.3333333334;CEFF-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FOSS;01/05/2023;1474121.9166666667;FOSS-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FREY;01/05/2023;2419231.1666666665;FREY-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GAB1;01/05/2023;1254000.8333333333;GAB1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GAB4;01/05/2023;1016312.0;GAB4-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GAB7;01/05/2023;263862.0;GAB7-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GABT;01/05/2023;327885.75;GABT-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GAR1;01/05/2023;1635523.5833333333;GAR1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GAR2;01/05/2023;1496078.75;GAR2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GRGT;01/05/2023;1876929.8333333333;GRGT-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GRPL;01/05/2023;2261282.4166666665;GRPL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GUIL;01/05/2023;1403523.25;GUIL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
GUIL;01/05/2023;2365549.9166666665;GUIL-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
HENI;01/05/2023;703278.1666666666;HENI-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
HERO;01/05/2023;1233909.1666666667;HERO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
JADE;01/05/2023;1438206.4166666667;JADE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
JON2;01/05/2023;873046.0833333334;JON2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
JONC;01/05/2023;1592121.1666666667;JONC-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LBDF;01/05/2023;1926629.9166666667;LBDF-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
CARN;01/05/2023;1594551.9166666667;CARN-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
CARN;01/05/2023;1765180.8333333333;CARN-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
HAB1;01/05/2023;1812848.0;HAB1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
HAB2;01/05/2023;1391458.75;HAB2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NOUR;01/05/2023;1453874.4166666667;NOUR-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LAPI;01/05/2023;1046367.5833333334;LAPI-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LAGN;01/05/2023;358476.8333333333;LAGN-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LDTE;01/05/2023;2378263.8333333335;LDTE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LANE;01/05/2023;969199.5;LANE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
RODU;01/05/2023;938115.5833333334;RODU-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LERO;01/05/2023;761557.75;LERO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
COT1;01/05/2023;2301495.5;COT1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
COT2;01/05/2023;1059307.0;COT2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
COT3;01/05/2023;1505526.6666666667;COT3-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
COT4;01/05/2023;1390396.1666666667;COT4-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LEMO;01/05/2023;2724538.4166666665;LEMO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PLOS;01/05/2023;1869511.1666666667;PLOS-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SABL;01/05/2023;1076570.4166666667;SABL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FAYD;01/05/2023;1640972.0;FAYD-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LOMO;01/05/2023;1513030.4166666667;LOMO-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LOMO;01/05/2023;1584652.9166666667;LOMO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LEPI;01/05/2023;1003972.8333333334;LEPI-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LORO;01/05/2023;994283.5;LORO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LORO;01/05/2023;1459429.9166666667;LORO-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LORO;01/05/2023;733592.6666666666;LORO-SS03-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LORO;01/05/2023;1092830.25;LORO-SS04-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LORO;01/05/2023;1331097.1666666667;LORO-SS05-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LOPV;01/05/2023;2101536.0;LOPV-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LOU2;01/05/2023;324619.5833333333;LOU2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LOYE;01/05/2023;642271.4166666666;LOYE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LUC2;01/05/2023;3094638.4166666665;LUC2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LUCO;01/05/2023;2609464.8333333335;LUCO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
LUX1;01/05/2023;1221017.8333333333;LUX1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MACH;01/05/2023;1205692.3333333333;MACH-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MAG1;01/05/2023;1667844.5833333333;MAG1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MAG3;01/05/2023;853250.5833333334;MAG3-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MANO;01/05/2023;541263.25;MANO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MAZE;01/05/2023;323380.0;MAZE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MAZU;01/05/2023;2566699.0;MAZU-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MDR1;01/05/2023;853288.75;MDR1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MTL1;01/05/2023;1764984.4166666667;MTL1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MOTG;01/05/2023;2077862.0833333333;MOTG-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MOTG;01/05/2023;368251.5833333333;MOTG-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
MODF;01/05/2023;1307803.1666666667;MODF-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NAC1;01/05/2023;2955092.9166666665;NAC1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NAC2;01/05/2023;2300620.1666666665;NAC2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NARB;01/05/2023;449416.5833333333;NARB-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NARB;01/05/2023;521482.0;NARB-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
CDBO;01/05/2023;1956035.0833333333;CDBO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NIED;01/05/2023;1092737.25;NIED-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NIEV;01/05/2023;1829737.6666666667;NIEV-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NIPL;01/05/2023;649564.0;NIPL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
NITR;01/05/2023;468337.4166666667;NITR-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
OUPI;01/05/2023;0.0;OUPI-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PAAN;01/05/2023;2294615.0833333335;PAAN-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PAAN;01/05/2023;2565119.8333333335;PAAN-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PEMO;01/05/2023;660793.0;PEMO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PLES;01/05/2023;1681528.4166666667;PLES-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PLGR;01/05/2023;1900.3333333333333;PLGR-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PLAN;01/05/2023;2274304.75;PLAN-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PLAN;01/05/2023;1661508.8333333333;PLAN-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PLAT;01/05/2023;669915.75;PLAT-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PLEU;01/05/2023;1647757.75;PLEU-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PDCE;01/05/2023;1505191.6666666667;PDCE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PDCE;01/05/2023;299771.5;PDCE-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PDFE;01/05/2023;1079563.1666666667;PDFE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PZIN;01/05/2023;591177.6666666666;PZIN-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PZIN;01/05/2023;521366.0;PZIN-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
POUZ;01/05/2023;952778.1666666666;POUZ-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
PUYL;01/05/2023;913979.8333333334;PUYL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
RAM1;01/05/2023;970362.0;RAM1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
RAM2;01/05/2023;342251.6666666667;RAM2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
RAM2;01/05/2023;660490.25;RAM2-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
RAM2;01/05/2023;1494169.5833333333;RAM2-SS03-P;2023-05-01;01/05/2023;Utility Statement;Monthly
RIBE;01/05/2023;1641529.9166666667;RIBE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
RIOL;01/05/2023;426968.75;RIOL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FRA1;01/05/2023;1335209.25;FRA1-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
FRA2;01/05/2023;1897104.8333333333;FRA2-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
ROUS;01/05/2023;1525218.0;ROUS-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
ROUS;01/05/2023;1203030.4166666667;ROUS-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STAU;01/05/2023;1311224.5;STAU-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STPA;01/05/2023;644907.9166666666;STPA-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SALL;01/05/2023;1165914.75;SALL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SALZ;01/05/2023;534482.0;SALZ-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SAMO;01/05/2023;435124.5;SAMO-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SAUM;01/05/2023;1613658.4166666667;SAUM-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SAUV;01/05/2023;3558838.0;SAUV-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SERY;01/05/2023;1027017.4166666666;SERY-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SBAP;01/05/2023;2913041.0;SBAP-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SAMM;01/05/2023;710397.25;SAMM-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SJVX;01/05/2023;351348.0;SJVX-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STMB;01/05/2023;808754.9166666666;STMB-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STME;01/05/2023;1203901.75;STME-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SREG;01/05/2023;639631.8333333334;SREG-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STSI;01/05/2023;780661.5833333334;STSI-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STUL;01/05/2023;659439.5833333334;STUL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STJU;01/05/2023;370646.5833333333;STJU-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
STEN;01/05/2023;965042.0;STEN-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SUBY;01/05/2023;1246061.5833333333;SUBY-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SUBY;01/05/2023;196581.75;SUBY-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SARA;01/05/2023;1762420.5;SARA-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SARA;01/05/2023;1664557.5833333333;SARA-SS03-P;2023-05-01;01/05/2023;Utility Statement;Monthly
SARA;01/05/2023;1530319.75;SARA-SS04-P;2023-05-01;01/05/2023;Utility Statement;Monthly
TLGR;01/05/2023;3043979.3333333335;TLGR-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
VANA;01/05/2023;1099617.9166666667;VANA-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
VARA;01/05/2023;2415001.4166666665;VARA-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
VEUL;01/05/2023;1686613.1666666667;VEUL-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
CDBO;01/05/2023;1888213.3333333333;CDBO-SS02-P;2023-05-01;01/05/2023;Utility Statement;Monthly
VISE;01/05/2023;920174.3333333334;VISE-SS01-P;2023-05-01;01/05/2023;Utility Statement;Monthly
TRFR;01/06/2023;815314.0;TRFR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SOUR;01/06/2023;1048251.9166666666;SOUR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SOUR;01/06/2023;686041.9166666666;SOUR-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
AUQB;01/06/2023;696041.8333333334;AUQB-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
QVA3;01/06/2023;609463.5833333334;QVA3-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
QVA3;01/06/2023;326963.25;QVA3-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ALVI;01/06/2023;1948639.8333333333;ALVI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
AMBE;01/06/2023;1478233.0;AMBE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
AMEL;01/06/2023;1268219.1666666667;AMEL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ANPA;01/06/2023;1155368.5833333333;ANPA-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SAMI;01/06/2023;669828.25;SAMI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ARAM;01/06/2023;754993.9166666666;ARAM-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ARTI;01/06/2023;491697.9166666667;ARTI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
AUM3;01/06/2023;895245.0;AUM3-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BAMB;01/06/2023;620682.4166666666;BAMB-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BTS1;01/06/2023;1324932.4166666667;BTS1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BTS2;01/06/2023;1160603.1666666667;BTS2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BVER;01/06/2023;1165588.6666666667;BVER-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BEAU;01/06/2023;2314545.5833333335;BEAU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BDBS;01/06/2023;1754516.1666666667;BDBS-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BDBS;01/06/2023;416146.75;BDBS-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BLAU;01/06/2023;359053.8333333333;BLAU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BARB;01/06/2023;999270.4166666666;BARB-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BOUS;01/06/2023;810529.5833333334;BOUS-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BRIA;01/06/2023;2602381.75;BRIA-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
BRIY;01/06/2023;585947.3333333334;BRIY-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CAMB;01/06/2023;2135494.3333333335;CAMB-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CASH;01/06/2023;1212784.75;CASH-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
DIJO;01/06/2023;2572942.25;DIJO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CHAG;01/06/2023;733961.25;CHAG-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CHGO;01/06/2023;608437.0;CHGO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CHGO;01/06/2023;460878.9166666667;CHGO-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CEP1;01/06/2023;1237108.4166666667;CEP1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CEP2;01/06/2023;986099.1666666666;CEP2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CLA2;01/06/2023;137833.41666666666;CLA2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CLA2;01/06/2023;142314.41666666666;CLA2-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CLAM;01/06/2023;518974.1666666667;CLAM-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CLAN;01/06/2023;1119354.0;CLAN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CLAN;01/06/2023;1105292.4166666667;CLAN-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CLIT;01/06/2023;312015.5833333333;CLIT-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
COLB;01/06/2023;840488.4166666666;COLB-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CONI;01/06/2023;2203667.1666666665;CONI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
AUCO;01/06/2023;1058729.0;AUCO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
COUR;01/06/2023;975825.5833333334;COUR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
DEM1;01/06/2023;1221749.8333333333;DEM1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
DEM2;01/06/2023;1491965.4166666667;DEM2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
DIE2;01/06/2023;1748550.8333333333;DIE2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ERIZ;01/06/2023;588119.75;ERIZ-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ESPS;01/06/2023;829008.8333333334;ESPS-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
ESPS;01/06/2023;1220433.5833333333;ESPS-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
EYGU;01/06/2023;1875232.1666666667;EYGU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FECA;01/06/2023;770328.0;FECA-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FEND;01/06/2023;689810.5833333334;FEND-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FIEN;01/06/2023;1672118.0;FIEN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FITO;01/06/2023;1835502.4166666667;FITO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CEFF;01/06/2023;688804.75;CEFF-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FOSS;01/06/2023;1764852.25;FOSS-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FREY;01/06/2023;1500103.25;FREY-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GAB1;01/06/2023;1121072.0;GAB1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GAB4;01/06/2023;1070843.0;GAB4-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GAB7;01/06/2023;235753.66666666666;GAB7-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GABT;01/06/2023;295957.4166666667;GABT-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GAR1;01/06/2023;926668.8333333334;GAR1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GAR2;01/06/2023;826274.4166666666;GAR2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GRGT;01/06/2023;2128291.3333333335;GRGT-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GRPL;01/06/2023;959219.5833333334;GRPL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GUIL;01/06/2023;755646.9166666666;GUIL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
GUIL;01/06/2023;1315412.8333333333;GUIL-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
HENI;01/06/2023;310544.0;HENI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
HERO;01/06/2023;729761.1666666666;HERO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
JADE;01/06/2023;806262.75;JADE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
JON2;01/06/2023;321817.9166666667;JON2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
JONC;01/06/2023;689992.8333333334;JONC-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LBDF;01/06/2023;831040.3333333334;LBDF-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CARN;01/06/2023;1104896.25;CARN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
CARN;01/06/2023;1331242.6666666667;CARN-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
HAB1;01/06/2023;1098186.0;HAB1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
HAB2;01/06/2023;844939.5833333334;HAB2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
NOUR;01/06/2023;657298.0;NOUR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LAPI;01/06/2023;626166.0;LAPI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LAGN;01/06/2023;440252.8333333333;LAGN-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LDTE;01/06/2023;1005552.9166666666;LDTE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LANE;01/06/2023;399884.3333333333;LANE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
RODU;01/06/2023;339896.25;RODU-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LERO;01/06/2023;330983.4166666667;LERO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
COT1;01/06/2023;984328.6666666666;COT1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
COT2;01/06/2023;429157.75;COT2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
COT3;01/06/2023;617118.5;COT3-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
COT4;01/06/2023;689993.3333333334;COT4-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LEMO;01/06/2023;1318280.75;LEMO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
PLOS;01/06/2023;1473823.25;PLOS-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
SABL;01/06/2023;420106.75;SABL-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
FAYD;01/06/2023;1198454.0833333333;FAYD-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LOMO;01/06/2023;763653.25;LOMO-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LOMO;01/06/2023;618630.3333333334;LOMO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LEPI;01/06/2023;710288.3333333334;LEPI-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LORO;01/06/2023;432586.9166666667;LORO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LORO;01/06/2023;634059.5;LORO-SS02-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LORO;01/06/2023;329612.1666666667;LORO-SS03-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LORO;01/06/2023;472896.9166666667;LORO-SS04-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LORO;01/06/2023;572198.0;LORO-SS05-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LOPV;01/06/2023;1312297.5833333333;LOPV-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LOU2;01/06/2023;190813.33333333334;LOU2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LOYE;01/06/2023;796134.75;LOYE-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LUC2;01/06/2023;1884982.0;LUC2-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LUCO;01/06/2023;1218070.9166666667;LUCO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
LUX1;01/06/2023;1348818.8333333333;LUX1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MACH;01/06/2023;479359.25;MACH-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MAG1;01/06/2023;1267808.6666666667;MAG1-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MAG3;01/06/2023;639658.0;MAG3-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MANO;01/06/2023;563786.5833333334;MANO-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
MAUR;01/06/2023;626889.25;MAUR-SS01-P;2023-06-01;01/06/2023;Utility Statement;Monthly
