Date (start);Interval;Meter;Value;Plant ID
01/05/2023;Monthly;Wind Speed;0.0;SALL-ECP001-METER001
01/06/2023;Monthly;Wind Speed;4.5785;ANPA-ECP001-METER001
01/06/2023;Monthly;Wind Speed;5.04375;BVER-ECP001-METER001
01/06/2023;Monthly;Wind Speed;5.13809;CHPI-ECP001-METER001
01/06/2023;Monthly;Wind Speed;6.6432;FIEN-ECP001-METER001
01/06/2023;Monthly;Wind Speed;4.7038;JAVI-ECP001-METER001
01/06/2023;Monthly;Wind Speed;4.9395;JONC-ECP001-METER001
01/06/2023;Monthly;Wind Speed;3.8856;ROUS-ECP0001-METER001
01/06/2023;Monthly;Wind Speed;4.90725;VARA-ECP001-METER001
01/07/2023;Monthly;Wind Speed;5.29175;ANPA-ECP001-METER001
01/07/2023;Monthly;Wind Speed;5.43675;BVER-ECP001-METER001
01/07/2023;Monthly;Wind Speed;5.51914;CHPI-ECP001-METER001
01/07/2023;Monthly;Wind Speed;7.9136;FIEN-ECP001-METER001
01/07/2023;Monthly;Wind Speed;5.5358;JAVI-ECP001-METER001
01/07/2023;Monthly;Wind Speed;5.29721;JONC-ECP001-METER001
01/07/2023;Monthly;Wind Speed;4.4202;ROUS-ECP0001-METER001
01/07/2023;Monthly;Wind Speed;5.467;VARA-ECP001-METER001
01/01/2022;Monthly;Wind Theoretical Production;2192977.658;BVER-ECP001-METER001
01/01/2022;Monthly;Wind Theoretical Production;10904461.951;CHPI-ECP001-METER001
01/01/2022;Monthly;Wind Theoretical Production;2270737.049;FIEN-ECP001-METER001
01/01/2022;Monthly;Wind Theoretical Production;3219519.376;JAVI-ECP001-METER001
01/01/2022;Monthly;Wind Theoretical Production;2987701.658;JONC-ECP001-METER001
01/01/2022;Monthly;Wind Theoretical Production;3180605.007;ROUS-ECP0001-METER001
01/01/2022;Monthly;Wind Theoretical Production;1910399.124;VARA-ECP001-METER001
01/02/2022;Monthly;Wind Theoretical Production;3004809.316;BVER-ECP001-METER001
01/02/2022;Monthly;Wind Theoretical Production;24225864.487;CHPI-ECP001-METER001
01/02/2022;Monthly;Wind Theoretical Production;4630072.357;FIEN-ECP001-METER001
01/02/2022;Monthly;Wind Theoretical Production;3718701.653;JAVI-ECP001-METER001
01/02/2022;Monthly;Wind Theoretical Production;3627318.041;JONC-ECP001-METER001
01/02/2022;Monthly;Wind Theoretical Production;3602837.723;ROUS-ECP0001-METER001
01/02/2022;Monthly;Wind Theoretical Production;2517284.107;VARA-ECP001-METER001
01/03/2022;Monthly;Wind Theoretical Production;1637228.345;BVER-ECP001-METER001
01/03/2022;Monthly;Wind Theoretical Production;16842721.427;CHPI-ECP001-METER001
01/03/2022;Monthly;Wind Theoretical Production;1983330.944;FIEN-ECP001-METER001
01/03/2022;Monthly;Wind Theoretical Production;3499665.613;JAVI-ECP001-METER001
01/03/2022;Monthly;Wind Theoretical Production;2620562.459;JONC-ECP001-METER001
01/03/2022;Monthly;Wind Theoretical Production;4322806.309;ROUS-ECP0001-METER001
01/03/2022;Monthly;Wind Theoretical Production;2851440.613;VARA-ECP001-METER001
01/04/2022;Monthly;Wind Theoretical Production;2064602.75;BVER-ECP001-METER001
01/04/2022;Monthly;Wind Theoretical Production;18226813.149;CHPI-ECP001-METER001
01/04/2022;Monthly;Wind Theoretical Production;2374617.567;FIEN-ECP001-METER001
01/04/2022;Monthly;Wind Theoretical Production;3096156.592;JAVI-ECP001-METER001
01/04/2022;Monthly;Wind Theoretical Production;2331824.114;JONC-ECP001-METER001
01/04/2022;Monthly;Wind Theoretical Production;2994309.123;ROUS-ECP0001-METER001
01/04/2022;Monthly;Wind Theoretical Production;2340682.089;VARA-ECP001-METER001
01/05/2022;Monthly;Wind Theoretical Production;1553735.515;BVER-ECP001-METER001
01/05/2022;Monthly;Wind Theoretical Production;8803979.553;CHPI-ECP001-METER001
01/05/2022;Monthly;Wind Theoretical Production;1840669.985;FIEN-ECP001-METER001
01/05/2022;Monthly;Wind Theoretical Production;2190753.943;JAVI-ECP001-METER001
01/05/2022;Monthly;Wind Theoretical Production;1727279.845;JONC-ECP001-METER001
01/05/2022;Monthly;Wind Theoretical Production;2209746.803;ROUS-ECP0001-METER001
01/05/2022;Monthly;Wind Theoretical Production;1719228.788;VARA-ECP001-METER001
01/06/2022;Monthly;Wind Theoretical Production;1577075.041;BVER-ECP001-METER001
01/06/2022;Monthly;Wind Theoretical Production;6574395.211;CHPI-ECP001-METER001
01/06/2022;Monthly;Wind Theoretical Production;1877742.604;FIEN-ECP001-METER001
01/06/2022;Monthly;Wind Theoretical Production;1978287.953;JAVI-ECP001-METER001
01/06/2022;Monthly;Wind Theoretical Production;1772212.852;JONC-ECP001-METER001
01/06/2022;Monthly;Wind Theoretical Production;1850729.513;ROUS-ECP0001-METER001
01/06/2022;Monthly;Wind Theoretical Production;1463236.098;VARA-ECP001-METER001
01/07/2022;Monthly;Wind Theoretical Production;1273554.969;BVER-ECP001-METER001
01/07/2022;Monthly;Wind Theoretical Production;7180800.528;CHPI-ECP001-METER001
01/07/2022;Monthly;Wind Theoretical Production;1387022.3;FIEN-ECP001-METER001
01/07/2022;Monthly;Wind Theoretical Production;2575071.171;JAVI-ECP001-METER001
01/07/2022;Monthly;Wind Theoretical Production;1820576.978;JONC-ECP001-METER001
01/07/2022;Monthly;Wind Theoretical Production;2248870.052;ROUS-ECP0001-METER001
01/07/2022;Monthly;Wind Theoretical Production;2010911.686;VARA-ECP001-METER001
01/08/2022;Monthly;Wind Theoretical Production;1453219.497;BVER-ECP001-METER001
01/08/2022;Monthly;Wind Theoretical Production;9557108.981;CHPI-ECP001-METER001
01/08/2022;Monthly;Wind Theoretical Production;1360019.706;FIEN-ECP001-METER001
01/08/2022;Monthly;Wind Theoretical Production;2355394.239;JAVI-ECP001-METER001
01/08/2022;Monthly;Wind Theoretical Production;1407949.133;JONC-ECP001-METER001
01/08/2022;Monthly;Wind Theoretical Production;2164459.273;ROUS-ECP0001-METER001
01/08/2022;Monthly;Wind Theoretical Production;1916161.615;VARA-ECP001-METER001
01/09/2022;Monthly;Wind Theoretical Production;1720029.439;BVER-ECP001-METER001
01/09/2022;Monthly;Wind Theoretical Production;9016519.103;CHPI-ECP001-METER001
01/09/2022;Monthly;Wind Theoretical Production;1378678.829;FIEN-ECP001-METER001
01/09/2022;Monthly;Wind Theoretical Production;2828543.585;JAVI-ECP001-METER001
01/09/2022;Monthly;Wind Theoretical Production;1834343.049;JONC-ECP001-METER001
01/09/2022;Monthly;Wind Theoretical Production;2809941.683;ROUS-ECP0001-METER001
01/09/2022;Monthly;Wind Theoretical Production;2092656.198;VARA-ECP001-METER001
01/10/2022;Monthly;Wind Theoretical Production;2200549.96;BVER-ECP001-METER001
01/10/2022;Monthly;Wind Theoretical Production;13907586.721;CHPI-ECP001-METER001
01/10/2022;Monthly;Wind Theoretical Production;2944265.843;FIEN-ECP001-METER001
01/10/2022;Monthly;Wind Theoretical Production;4361550.288;JAVI-ECP001-METER001
01/10/2022;Monthly;Wind Theoretical Production;1008630.221;JONC-ECP001-METER001
01/10/2022;Monthly;Wind Theoretical Production;4976334.847;ROUS-ECP0001-METER001
01/10/2022;Monthly;Wind Theoretical Production;2626440.69;VARA-ECP001-METER001
01/11/2022;Monthly;Wind Theoretical Production;2810844.013;BVER-ECP001-METER001
01/11/2022;Monthly;Wind Theoretical Production;17366489.925;CHPI-ECP001-METER001
01/11/2022;Monthly;Wind Theoretical Production;3863595.109;FIEN-ECP001-METER001
01/11/2022;Monthly;Wind Theoretical Production;4596268.634;JAVI-ECP001-METER001
01/11/2022;Monthly;Wind Theoretical Production;1788569.727;JONC-ECP001-METER001
01/11/2022;Monthly;Wind Theoretical Production;4688879.652;ROUS-ECP0001-METER001
01/11/2022;Monthly;Wind Theoretical Production;2593296.791;VARA-ECP001-METER001
01/12/2022;Monthly;Wind Theoretical Production;2611102.548;BVER-ECP001-METER001
01/12/2022;Monthly;Wind Theoretical Production;18261145.321;CHPI-ECP001-METER001
01/12/2022;Monthly;Wind Theoretical Production;3060970.146;FIEN-ECP001-METER001
01/12/2022;Monthly;Wind Theoretical Production;4998114.005;JAVI-ECP001-METER001
01/12/2022;Monthly;Wind Theoretical Production;710579.484;JONC-ECP001-METER001
01/12/2022;Monthly;Wind Theoretical Production;4942419.389;ROUS-ECP0001-METER001
01/12/2022;Monthly;Wind Theoretical Production;3223671.509;VARA-ECP001-METER001
01/01/2023;Monthly;Wind Theoretical Production;3548372.109;ANPA-ECP001-METER001
01/01/2023;Monthly;Wind Theoretical Production;2736088.73;BVER-ECP001-METER001
01/01/2023;Monthly;Wind Theoretical Production;22441630.24;CHPI-ECP001-METER001
01/01/2023;Monthly;Wind Theoretical Production;4033402.767;FIEN-ECP001-METER001
01/01/2023;Monthly;Wind Theoretical Production;4972599.742;JAVI-ECP001-METER001
01/01/2023;Monthly;Wind Theoretical Production;2805157.188;JONC-ECP001-METER001
01/01/2023;Monthly;Wind Theoretical Production;4801284.343;ROUS-ECP0001-METER001
01/01/2023;Monthly;Wind Theoretical Production;2879226.757;VARA-ECP001-METER001
01/02/2023;Monthly;Wind Theoretical Production;2094025.402;ANPA-ECP001-METER001
01/02/2023;Monthly;Wind Theoretical Production;1188827.68;BVER-ECP001-METER001
01/02/2023;Monthly;Wind Theoretical Production;13355801.153;CHPI-ECP001-METER001
01/02/2023;Monthly;Wind Theoretical Production;2280069.546;FIEN-ECP001-METER001
01/02/2023;Monthly;Wind Theoretical Production;2706984.171;JAVI-ECP001-METER001
01/02/2023;Monthly;Wind Theoretical Production;1364614.356;JONC-ECP001-METER001
01/02/2023;Monthly;Wind Theoretical Production;2783207.259;ROUS-ECP0001-METER001
01/02/2023;Monthly;Wind Theoretical Production;2000016.51;VARA-ECP001-METER001
01/03/2023;Monthly;Wind Theoretical Production;3656129.24;ANPA-ECP001-METER001
01/03/2023;Monthly;Wind Theoretical Production;2874095.816;BVER-ECP001-METER001
01/03/2023;Monthly;Wind Theoretical Production;21789931.169;CHPI-ECP001-METER001
01/03/2023;Monthly;Wind Theoretical Production;4004798.435;FIEN-ECP001-METER001
01/03/2023;Monthly;Wind Theoretical Production;4660772.984;JAVI-ECP001-METER001
01/03/2023;Monthly;Wind Theoretical Production;2761952.497;JONC-ECP001-METER001
01/03/2023;Monthly;Wind Theoretical Production;5138836.845;ROUS-ECP0001-METER001
01/03/2023;Monthly;Wind Theoretical Production;2971727.114;VARA-ECP001-METER001
01/04/2023;Monthly;Wind Theoretical Production;3191895.975;ANPA-ECP001-METER001
01/04/2023;Monthly;Wind Theoretical Production;2094844.506;BVER-ECP001-METER001
01/04/2023;Monthly;Wind Theoretical Production;14037697.652;CHPI-ECP001-METER001
01/04/2023;Monthly;Wind Theoretical Production;2150035.854;FIEN-ECP001-METER001
01/04/2023;Monthly;Wind Theoretical Production;3502425.654;JAVI-ECP001-METER001
01/04/2023;Monthly;Wind Theoretical Production;2413772.332;JONC-ECP001-METER001
01/04/2023;Monthly;Wind Theoretical Production;3386656.734;ROUS-ECP0001-METER001
01/04/2023;Monthly;Wind Theoretical Production;2586617.465;VARA-ECP001-METER001
01/05/2023;Monthly;Wind Theoretical Production;3513753.556;ANPA-ECP001-METER001
01/05/2023;Monthly;Wind Theoretical Production;1743428.781;BVER-ECP001-METER001
01/05/2023;Monthly;Wind Theoretical Production;14143996.626;CHPI-ECP001-METER001
01/05/2023;Monthly;Wind Theoretical Production;1922919.813;FIEN-ECP001-METER001
01/05/2023;Monthly;Wind Theoretical Production;3568501.228;JAVI-ECP001-METER001
01/05/2023;Monthly;Wind Theoretical Production;1902278.522;JONC-ECP001-METER001
01/05/2023;Monthly;Wind Theoretical Production;3174790.675;ROUS-ECP0001-METER001
01/05/2023;Monthly;Wind Theoretical Production;2817095.719;VARA-ECP001-METER001
01/06/2023;Monthly;Wind Theoretical Production;1797364.788;ANPA-ECP001-METER001
01/06/2023;Monthly;Wind Theoretical Production;1381854.309;BVER-ECP001-METER001
01/06/2023;Monthly;Wind Theoretical Production;9776389.481;CHPI-ECP001-METER001
01/06/2023;Monthly;Wind Theoretical Production;1968107.736;FIEN-ECP001-METER001
01/06/2023;Monthly;Wind Theoretical Production;1584127.369;JAVI-ECP001-METER001
01/06/2023;Monthly;Wind Theoretical Production;1406272.552;JONC-ECP001-METER001
01/06/2023;Monthly;Wind Theoretical Production;1655737.075;ROUS-ECP0001-METER001
01/06/2023;Monthly;Wind Theoretical Production;1428048.85;VARA-ECP001-METER001
01/07/2023;Monthly;Wind Theoretical Production;2643384.063;ANPA-ECP001-METER001
01/07/2023;Monthly;Wind Theoretical Production;1734672.079;BVER-ECP001-METER001
01/07/2023;Monthly;Wind Theoretical Production;12222385.956;CHPI-ECP001-METER001
01/07/2023;Monthly;Wind Theoretical Production;3145744.943;FIEN-ECP001-METER001
01/07/2023;Monthly;Wind Theoretical Production;2755169.632;JAVI-ECP001-METER001
01/07/2023;Monthly;Wind Theoretical Production;1462873.226;JONC-ECP001-METER001
01/07/2023;Monthly;Wind Theoretical Production;2316892.785;ROUS-ECP0001-METER001
01/07/2023;Monthly;Wind Theoretical Production;1892952.257;VARA-ECP001-METER001
